lat,lon,file,label
38.589962722499024,-121.81402289363844,MCTNet_400km2_California_North-1.tif,36
38.589962722499024,-121.69625375989037,MCTNet_400km2_California_North-1.tif,36
38.58987289097061,-121.73946272505651,MCTNet_400km2_California_North-1.tif,36
38.5897830594422,-121.78267169022267,MCTNet_400km2_California_North-1.tif,36
38.5897830594422,-121.6649025564746,MCTNet_400km2_California_North-1.tif,36
38.58969322791379,-121.70811152164075,MCTNet_400km2_California_North-1.tif,36
38.58960339638538,-121.75132048680689,MCTNet_400km2_California_North-1.tif,36
38.589513564856965,-121.79452945197305,MCTNet_400km2_California_North-1.tif,36
38.589513564856965,-121.67676031822498,MCTNet_400km2_California_North-1.tif,36
38.58942373332855,-121.71996928339112,MCTNet_400km2_California_North-1.tif,36
38.58933390180014,-121.76317824855727,MCTNet_400km2_California_North-1.tif,36
38.58924407027173,-121.80638721372343,MCTNet_400km2_California_North-1.tif,36
38.58924407027173,-121.68861807997536,MCTNet_400km2_California_North-1.tif,36
38.58915423874332,-121.7318270451415,MCTNet_400km2_California_North-1.tif,36
38.589064407214906,-121.77503601030764,MCTNet_400km2_California_North-1.tif,36
38.589064407214906,-121.65726687655958,MCTNet_400km2_California_North-1.tif,36
38.58897457568649,-121.70047584172573,MCTNet_400km2_California_North-1.tif,36
38.58888474415808,-121.74368480689188,MCTNet_400km2_California_North-1.tif,36
38.588794912629666,-121.78689377205802,MCTNet_400km2_California_North-1.tif,36
38.588794912629666,-121.66912463830995,MCTNet_400km2_California_North-1.tif,36
38.58870508110126,-121.71233360347611,MCTNet_400km2_California_North-1.tif,36
38.58861524957285,-121.75554256864226,MCTNet_400km2_California_North-1.tif,36
38.58852541804443,-121.7987515338084,MCTNet_400km2_California_North-1.tif,36
38.58852541804443,-121.68098240006033,MCTNet_400km2_California_North-1.tif,36
38.58843558651602,-121.72419136522649,MCTNet_400km2_California_North-1.tif,36
38.58834575498761,-121.76740033039263,MCTNet_400km2_California_North-1.tif,36
38.5882559234592,-121.81060929555878,MCTNet_400km2_California_North-1.tif,36
38.5882559234592,-121.69284016181072,MCTNet_400km2_California_North-1.tif,36
38.58816609193079,-121.73604912697687,MCTNet_400km2_California_North-1.tif,36
38.588076260402374,-121.77925809214301,MCTNet_400km2_California_North-1.tif,36
38.588076260402374,-121.66148895839494,MCTNet_400km2_California_North-1.tif,36
38.58798642887396,-121.7046979235611,MCTNet_400km2_California_North-1.tif,36
38.58789659734555,-121.74790688872724,MCTNet_400km2_California_North-1.tif,36
38.587806765817135,-121.79111585389339,MCTNet_400km2_California_North-1.tif,36
38.587806765817135,-121.67334672014532,MCTNet_400km2_California_North-1.tif,36
38.58771693428873,-121.71655568531148,MCTNet_400km2_California_North-1.tif,36
38.587627102760315,-121.75976465047762,MCTNet_400km2_California_North-1.tif,36
38.5875372712319,-121.80297361564377,MCTNet_400km2_California_North-1.tif,36
38.5875372712319,-121.6852044818957,MCTNet_400km2_California_North-1.tif,36
38.58744743970349,-121.72841344706185,MCTNet_400km2_California_North-1.tif,36
38.587357608175076,-121.771622412228,MCTNet_400km2_California_North-1.tif,36
38.587357608175076,-121.65385327847993,MCTNet_400km2_California_North-1.tif,36
38.58726777664667,-121.69706224364607,MCTNet_400km2_California_North-1.tif,36
38.587177945118256,-121.74027120881223,MCTNet_400km2_California_North-1.tif,36
38.58708811358984,-121.78348017397838,MCTNet_400km2_California_North-1.tif,36
38.58708811358984,-121.6657110402303,MCTNet_400km2_California_North-1.tif,36
38.58699828206143,-121.70892000539645,MCTNet_400km2_California_North-1.tif,36
38.586908450533016,-121.75212897056261,MCTNet_400km2_California_North-1.tif,36
38.5868186190046,-121.79533793572875,MCTNet_400km2_California_North-1.tif,36
38.5868186190046,-121.67756880198068,MCTNet_400km2_California_North-1.tif,36
38.5867287874762,-121.72077776714683,MCTNet_400km2_California_North-1.tif,36
38.586638955947784,-121.76398673231299,MCTNet_400km2_California_North-1.tif,36
38.58654912441937,-121.80719569747913,MCTNet_400km2_California_North-1.tif,36
38.58654912441937,-121.68942656373106,MCTNet_400km2_California_North-1.tif,36
38.58645929289096,-121.7326355288972,MCTNet_400km2_California_North-1.tif,36
38.586369461362544,-121.77584449406336,MCTNet_400km2_California_North-1.tif,36
38.586369461362544,-121.6580753603153,MCTNet_400km2_California_North-1.tif,36
38.58627962983414,-121.70128432548144,MCTNet_400km2_California_North-1.tif,36
38.586189798305725,-121.74449329064758,MCTNet_400km2_California_North-1.tif,36
38.58609996677731,-121.78770225581374,MCTNet_400km2_California_North-1.tif,36
38.58609996677731,-121.66993312206567,MCTNet_400km2_California_North-1.tif,36
38.5860101352489,-121.71314208723182,MCTNet_400km2_California_North-1.tif,36
38.585920303720485,-121.75635105239796,MCTNet_400km2_California_North-1.tif,36
38.58583047219207,-121.79956001756412,MCTNet_400km2_California_North-1.tif,36
38.58583047219207,-121.68179088381605,MCTNet_400km2_California_North-1.tif,36
38.585740640663666,-121.7249998489822,MCTNet_400km2_California_North-1.tif,36
38.58565080913525,-121.76820881414834,MCTNet_400km2_California_North-1.tif,36
38.58556097760684,-121.8114177793145,MCTNet_400km2_California_North-1.tif,36
38.58556097760684,-121.69364864556643,MCTNet_400km2_California_North-1.tif,36
